omc_id,sample_id,sample_name,non_human_reads,individual_id
pitt00196,0262-HCF023-20240909-DOD-CS,0262-HCF023-20240909-DOD-CS_S9,271444,HCF023
pitt00197,0262-HCF023-20240909-ROD-CS-thm,0262-HCF023-20240909-ROD-CS-thm_S9,264674,HCF023
pitt00198,0262-HCF023-20240916-DOD-CS,0262-HCF023-20240916-DOD-CS_S91,266902,HCF023
pitt00199,0262-HCF023-20240916-ROD-CS-thm,0262-HCF023-20240916-ROD-CS-thm_S91,637646,HCF023
pitt00200,0262-HCF023-20241203-DOD-CS,0262-HCF023-20241203-DOD-CS_S48,76686,HCF023
pitt00201,0262-HCF023-20241203-ROD-CS,0262-HCF023-20241203-ROD-CS_S48,115856,HCF023
pitt00202,0262-HCF024-20240909-DOD-CS,0262-HCF024-20240909-DOD-CS_S10,81990,HCF024
pitt00203,0262-HCF024-20240909-ROD-CS-thm,0262-HCF024-20240909-ROD-CS-thm_S10,211416,HCF024
pitt00204,0262-HCF024-20240924-DOD-CS,0262-HCF024-20240924-DOD-CS_S68,136164,HCF024
pitt00205,0262-HCF024-20240924-ROD-CS-thm,0262-HCF024-20240924-ROD-CS-thm_S68,218642,HCF024
pitt00206,0262-HCF024-20241203-DOD-CS,0262-HCF024-20241203-DOD-CS_S49,10554,HCF024
pitt00207,0262-HCF024-20241203-ROD-CS,0262-HCF024-20241203-ROD-CS_S49,112442,HCF024
pitt00208,0262-HCF025-20240909-DOD-CS,0262-HCF025-20240909-DOD-CS_S11,214072,HCF025
pitt00209,0262-HCF025-20240909-ROD-CS-thm,0262-HCF025-20240909-ROD-CS-thm_S11,316762,HCF025
pitt00210,0262-HCF025-20240916-DOD-CS,0262-HCF025-20240916-DOD-CS_S92,34828,HCF025
pitt00211,0262-HCF025-20240916-ROD-CS-thm,0262-HCF025-20240916-ROD-CS-thm_S92,600400,HCF025
pitt00212,0262-HCF026-20240910-DOD-CS,0262-HCF026-20240910-DOD-CS_S12,531740,HCF026
pitt00213,0262-HCF026-20240910-ROD-CS-thm,0262-HCF026-20240910-ROD-CS-thm_S12,256622,HCF026
pitt00214,0262-HCF026-20240918-DOD-CS,0262-HCF026-20240918-DOD-CS_S47,239670,HCF026
pitt00215,0262-HCF026-20240918-ROD-CS-thm,0262-HCF026-20240918-ROD-CS-thm_S47,126296,HCF026
pitt00216,0262-HCF026-20241202-DOD-CS,0262-HCF026-20241202-DOD-CS_S36,90646,HCF026
pitt00217,0262-HCF026-20241202-ROD-CS,0262-HCF026-20241202-ROD-CS_S36,85778,HCF026
pitt00218,0262-HCF027-20240910-DOD-CS,0262-HCF027-20240910-DOD-CS_S13,2165440,HCF027
pitt00219,0262-HCF027-20240910-ROD-CS-thm,0262-HCF027-20240910-ROD-CS-thm_S13,191414,HCF027
pitt00220,0262-HCF027-20240924-DOD-CS,0262-HCF027-20240924-DOD-CS_S69,244026,HCF027
pitt00221,0262-HCF027-20240924-ROD-CS-thm,0262-HCF027-20240924-ROD-CS-thm_S69,258402,HCF027
pitt00222,0262-HCF027-20241203-DOD-CS,0262-HCF027-20241203-DOD-CS_S50,57552,HCF027
pitt00223,0262-HCF027-20241203-ROD-CS,0262-HCF027-20241203-ROD-CS_S50,124922,HCF027
pitt00224,0262-HCF028-20240910-DOD-CS,0262-HCF028-20240910-DOD-CS_S14,144404,HCF028
pitt00225,0262-HCF028-20240910-ROD-CS-thm,0262-HCF028-20240910-ROD-CS-thm_S14,303096,HCF028
pitt00226,0262-HCF028-20240916-DOD-CS,0262-HCF028-20240916-DOD-CS_S1,4236,HCF028
pitt00227,0262-HCF028-20240916-ROD-CS,0262-HCF028-20240916-ROD-CS_S1,22372,HCF028
pitt00228,0262-HCF028-20241202-DOD-CS,0262-HCF028-20241202-DOD-CS_S37,10810,HCF028
pitt00229,0262-HCF028-20241202-ROD-CS,0262-HCF028-20241202-ROD-CS_S37,18,HCF028
pitt00230,0262-HCF029-20240910-DOD-CS,0262-HCF029-20240910-DOD-CS_S15,252900,HCF029
pitt00231,0262-HCF029-20240910-ROD-CS-thm,0262-HCF029-20240910-ROD-CS-thm_S15,256412,HCF029
pitt00232,0262-HCF029-20240918-DOD-CS,0262-HCF029-20240918-DOD-CS_S48,127524,HCF029
pitt00233,0262-HCF029-20240918-ROD-CS-thm,0262-HCF029-20240918-ROD-CS-thm_S48,225596,HCF029
pitt00234,0262-HCF029-20241202-DOD-CS,0262-HCF029-20241202-DOD-CS_S38,61130,HCF029
pitt00235,0262-HCF029-20241202-ROD-CS,0262-HCF029-20241202-ROD-CS_S38,87378,HCF029
pitt00236,0262-HCF030-20240910-DOD-CS,0262-HCF030-20240910-DOD-CS_S16,40950,HCF030
pitt00237,0262-HCF030-20240910-ROD-CS-thm,0262-HCF030-20240910-ROD-CS-thm_S16,299066,HCF030
pitt00238,0262-HCF030-20240918-DOD-CS,0262-HCF030-20240918-DOD-CS_S51,270792,HCF030
pitt00239,0262-HCF030-20240918-ROD-CS-thm,0262-HCF030-20240918-ROD-CS-thm_S51,158570,HCF030
pitt00240,0262-HCF030-20241202-ROD-CS,0262-HCF030-20241202-ROD-CS_S39,91676,HCF030
pitt00241,0262-HCF031-20240911-DOD-CS,0262-HCF031-20240911-DOD-CS_S32,196924,HCF031
pitt00242,0262-HCF031-20240911-ROD-CS-thm,0262-HCF031-20240911-ROD-CS-thm_S32,367554,HCF031
pitt00243,0262-HCF031-20240919-DOD-CS,0262-HCF031-20240919-DOD-CS_S52,218520,HCF031
pitt00244,0262-HCF031-20240919-ROD-CS-thm,0262-HCF031-20240919-ROD-CS-thm_S52,285116,HCF031
pitt00245,0262-HCF031-20241202-DOD-CS,0262-HCF031-20241202-DOD-CS_S40,32780,HCF031
pitt00246,0262-HCF031-20241202-ROD-CS,0262-HCF031-20241202-ROD-CS_S40,117508,HCF031
pitt00247,0262-HCF032-20240911-DOD-CS,0262-HCF032-20240911-DOD-CS_S33,57560,HCF032
pitt00248,0262-HCF032-20240911-ROD-CS-thm,0262-HCF032-20240911-ROD-CS-thm_S33,535860,HCF032
pitt00249,0262-HCF032-20240916-DOD-CS,0262-HCF032-20240916-DOD-CS_S2,29138,HCF032
pitt00250,0262-HCF032-20240916-ROD-CS,0262-HCF032-20240916-ROD-CS_S2,62090,HCF032
pitt00251,0262-HCF032-20241210-DOD-CS,0262-HCF032-20241210-DOD-CS_S57,115816,HCF032
pitt00252,0262-HCF032-20241210-ROD-CS,0262-HCF032-20241210-ROD-CS_S57,136338,HCF032
pitt00253,0262-HCF033-20240911-DOD-CS,0262-HCF033-20240911-DOD-CS_S34,127382,HCF033
pitt00254,0262-HCF033-20240911-ROD-CS-thm,0262-HCF033-20240911-ROD-CS-thm_S34,201310,HCF033
pitt00255,0262-HCF033-20240916-DOD-CS,0262-HCF033-20240916-DOD-CS_S3,3340,HCF033
pitt00256,0262-HCF033-20241202-DOD-CS,0262-HCF033-20241202-DOD-CS_S41,19528,HCF033
pitt00257,0262-HCF033-20241202-ROD-CS,0262-HCF033-20241202-ROD-CS_S41,106998,HCF033
pitt00258,0262-HCF034-20240911-DOD-CS,0262-HCF034-20240911-DOD-CS_S35,373132,HCF034
pitt00259,0262-HCF034-20240911-ROD-CS-thm,0262-HCF034-20240911-ROD-CS-thm_S35,58948,HCF034
pitt00260,0262-HCF034-20240918-DOD-CS,0262-HCF034-20240918-DOD-CS_S49,96138,HCF034
pitt00261,0262-HCF034-20240918-ROD-CS-thm,0262-HCF034-20240918-ROD-CS-thm_S49,315674,HCF034
pitt00262,0262-HCF034-20241209-DOD-CS,0262-HCF034-20241209-DOD-CS_S53,149194,HCF034
pitt00263,0262-HCF034-20241209-ROD-CS,0262-HCF034-20241209-ROD-CS_S53,55256,HCF034
pitt00264,0262-HCF035-20240911-DOD-CS,0262-HCF035-20240911-DOD-CS_S36,53858,HCF035
pitt00265,0262-HCF035-20240911-ROD-CS-thm,0262-HCF035-20240911-ROD-CS-thm_S36,514,HCF035
pitt00266,0262-HCF035-20240918-DOD-CS,0262-HCF035-20240918-DOD-CS_S50,140986,HCF035
pitt00267,0262-HCF035-20240918-ROD-CS-thm,0262-HCF035-20240918-ROD-CS-thm_S50,229336,HCF035
pitt00268,0262-HCF035-20241209-DOD-CS,0262-HCF035-20241209-DOD-CS_S54,38042,HCF035
pitt00269,0262-HCF035-20241209-ROD-CS,0262-HCF035-20241209-ROD-CS_S54,101354,HCF035
pitt00270,0262-HCF036-20240911-DOD-CS,0262-HCF036-20240911-DOD-CS_S37,250894,HCF036
pitt00271,0262-HCF036-20240911-ROD-CS-thm,0262-HCF036-20240911-ROD-CS-thm_S37,178204,HCF036
pitt00272,0262-HCF036-20240924-DOD-CS,0262-HCF036-20240924-DOD-CS_S70,273514,HCF036
pitt00273,0262-HCF036-20240924-ROD-CS-thm,0262-HCF036-20240924-ROD-CS-thm_S70,184,HCF036
pitt00274,0262-HCF036-20241211-DOD-CS,0262-HCF036-20241211-DOD-CS_S60,104974,HCF036
pitt00275,0262-HCF036-20241211-ROD-CS,0262-HCF036-20241211-ROD-CS_S60,96494,HCF036
pitt00276,0262-HCF037-20240912-DOD-CS,0262-HCF037-20240912-DOD-CS_S38,132128,HCF037
pitt00277,0262-HCF037-20240912-ROD-CS-thm,0262-HCF037-20240912-ROD-CS-thm_S38,503734,HCF037
pitt00278,0262-HCF037-20240919-DOD-CS,0262-HCF037-20240919-DOD-CS_S53,185324,HCF037
pitt00279,0262-HCF037-20240919-ROD-CS-thm,0262-HCF037-20240919-ROD-CS-thm_S53,304644,HCF037
pitt00280,0262-HCF037-20250114-DOD-CS,0262-HCF037-20250114-DOD-CS_S63,5374,HCF037
pitt00281,0262-HCF037-20250114-ROD-CS,0262-HCF037-20250114-ROD-CS_S63,105752,HCF037
pitt00282,0262-HCF038-20240912-DOD-CS,0262-HCF038-20240912-DOD-CS_S39,138844,HCF038
pitt00283,0262-HCF038-20240912-ROD-CS-thm,0262-HCF038-20240912-ROD-CS-thm_S39,427688,HCF038
pitt00284,0262-HCF038-20240919-DOD-CS,0262-HCF038-20240919-DOD-CS_S54,172024,HCF038
pitt00285,0262-HCF038-20240919-ROD-CS-thm,0262-HCF038-20240919-ROD-CS-thm_S54,295088,HCF038
pitt00286,0262-HCF038-20241210-DOD-CS,0262-HCF038-20241210-DOD-CS_S58,770,HCF038
pitt00287,0262-HCF038-20241210-ROD-CS,0262-HCF038-20241210-ROD-CS_S58,124114,HCF038
pitt00288,0262-HCF039-20240912-DOD-CS,0262-HCF039-20240912-DOD-CS_S40,121268,HCF039
pitt00289,0262-HCF039-20240912-ROD-CS-thm,0262-HCF039-20240912-ROD-CS-thm_S40,42064,HCF039
pitt00290,0262-HCF039-20240919-DOD-CS,0262-HCF039-20240919-DOD-CS_S55,267904,HCF039
pitt00291,0262-HCF039-20240919-ROD-CS-thm,0262-HCF039-20240919-ROD-CS-thm_S55,301644,HCF039
pitt00292,0262-HCF039-20241210-DOD-CS,0262-HCF039-20241210-DOD-CS_S59,76040,HCF039
pitt00293,0262-HCF039-20241210-ROD-CS,0262-HCF039-20241210-ROD-CS_S59,79070,HCF039
pitt00294,0262-HCF040-20240912-DOD-CS,0262-HCF040-20240912-DOD-CS_S41,357566,HCF040
pitt00295,0262-HCF040-20240912-ROD-CS-thm,0262-HCF040-20240912-ROD-CS-thm_S41,361506,HCF040
pitt00296,0262-HCF040-20240919-DOD-CS,0262-HCF040-20240919-DOD-CS_S56,104430,HCF040
pitt00297,0262-HCF040-20240919-ROD-CS-thm,0262-HCF040-20240919-ROD-CS-thm_S56,62830,HCF040
pitt00298,0262-HCF040-20250114-DOD-CS,0262-HCF040-20250114-DOD-CS_S64,39634,HCF040
pitt00299,0262-HCF040-20250114-ROD-CS,0262-HCF040-20250114-ROD-CS_S64,134814,HCF040
pitt00300,0262-HCF041-20240912-DOD-CS,0262-HCF041-20240912-DOD-CS_S42,108824,HCF041
pitt00301,0262-HCF041-20240912-ROD-CS-thm,0262-HCF041-20240912-ROD-CS-thm_S42,325446,HCF041
pitt00302,0262-HCF041-20240919-DOD-CS,0262-HCF041-20240919-DOD-CS_S57,64174,HCF041
pitt00303,0262-HCF041-20240919-ROD-CS-thm,0262-HCF041-20240919-ROD-CS-thm_S57,211562,HCF041
pitt00304,0262-HCF041-20241211-DOD-CS,0262-HCF041-20241211-DOD-CS_S61,78454,HCF041
pitt00305,0262-HCF041-20241211-ROD-CS,0262-HCF041-20241211-ROD-CS_S61,133580,HCF041
pitt00306,0262-HCF042-20240912-DOD-CS,0262-HCF042-20240912-DOD-CS_S43,327368,HCF042
pitt00307,0262-HCF042-20240919-DOD-CS,0262-HCF042-20240919-DOD-CS_S58,241576,HCF042
pitt00308,0262-HCF042-20240919-ROD-CS-thm,0262-HCF042-20240919-ROD-CS-thm_S58,205086,HCF042
pitt00309,0262-HCF042-20250211-DOD-CS,0262-HCF042-20250211-DOD-CS_S108,38366,HCF042
pitt00310,0262-HCF042-20250211-ROD-CS,0262-HCF042-20250211-ROD-CS_S163,148058,HCF042
pitt00311,0262-HCF043-20240923-DOD-CS,0262-HCF043-20240923-DOD-CS_S59,281644,HCF043
pitt00312,0262-HCF043-20240923-ROD-CS-thm,0262-HCF043-20240923-ROD-CS-thm_S59,1010,HCF043
pitt00313,0262-HCF043-20241001-DOD-CS,0262-HCF043-20241001-DOD-CS_S71,225028,HCF043
pitt00314,0262-HCF043-20241001-ROD-CS-thm,0262-HCF043-20241001-ROD-CS-thm_S71,99110,HCF043
pitt00315,0262-HCF043-20250114-DOD-CS,0262-HCF043-20250114-DOD-CS_S65,21372,HCF043
pitt00316,0262-HCF043-20250114-ROD-CS,0262-HCF043-20250114-ROD-CS_S65,3158,HCF043
pitt00317,0262-HCF044-20240923-DOD-CS,0262-HCF044-20240923-DOD-CS_S60,270036,HCF044
pitt00318,0262-HCF044-20240923-ROD-CS-thm,0262-HCF044-20240923-ROD-CS-thm_S60,21576,HCF044
pitt00319,0262-HCF044-20241015-DOD-CS,0262-HCF044-20241015-DOD-CS_S5,25956,HCF044
pitt00320,0262-HCF044-20241015-ROD-CS,0262-HCF044-20241015-ROD-CS_S5,145818,HCF044
pitt00321,0262-HCF044-20250114-DOD-CS,0262-HCF044-20250114-DOD-CS_S66,46030,HCF044
pitt00322,0262-HCF044-20250114-ROD-CS,0262-HCF044-20250114-ROD-CS_S66,114366,HCF044
pitt00323,0262-HCF045-20240923-DOD-CS,0262-HCF045-20240923-DOD-CS_S61,303424,HCF045
pitt00324,0262-HCF045-20240923-ROD-CS-thm,0262-HCF045-20240923-ROD-CS-thm_S61,10,HCF045
pitt00325,0262-HCF045-20241001-DOD-CS,0262-HCF045-20241001-DOD-CS_S72,336934,HCF045
pitt00326,0262-HCF045-20241001-ROD-CS-thm,0262-HCF045-20241001-ROD-CS-thm_S72,240758,HCF045
pitt00327,0262-HCF045-20250121-DOD-CS,0262-HCF045-20250121-DOD-CS_S73,35092,HCF045
pitt00328,0262-HCF045-20250121-ROD-CS,0262-HCF045-20250121-ROD-CS_S73,101676,HCF045
pitt00329,0262-HCF046-20240923-DOD-CS,0262-HCF046-20240923-DOD-CS_S62,186630,HCF046
pitt00330,0262-HCF046-20241001-DOD-CS,0262-HCF046-20241001-DOD-CS_S73,8876,HCF046
pitt00331,0262-HCF046-20241001-ROD-CS-thm,0262-HCF046-20241001-ROD-CS-thm_S73,30116,HCF046
pitt00332,0262-HCF046-20250114-DOD-CS,0262-HCF046-20250114-DOD-CS_S67,100832,HCF046
pitt00333,0262-HCF046-20250114-ROD-CS,0262-HCF046-20250114-ROD-CS_S67,106762,HCF046
pitt00334,0262-HCF047-20240924-DOD-CS,0262-HCF047-20240924-DOD-CS_S63,73326,HCF047
pitt00335,0262-HCF047-20241001-DOD-CS,0262-HCF047-20241001-DOD-CS_S74,335790,HCF047
pitt00336,0262-HCF047-20241001-ROD-CS-thm,0262-HCF047-20241001-ROD-CS-thm_S74,180790,HCF047
pitt00337,0262-HCF048-20240924-DOD-CS,0262-HCF048-20240924-DOD-CS_S64,210672,HCF048
pitt00338,0262-HCF048-20240924-ROD-CS-thm,0262-HCF048-20240924-ROD-CS-thm_S64,53840,HCF048
pitt00339,0262-HCF048-20241001-DOD-CS,0262-HCF048-20241001-DOD-CS_S75,266218,HCF048
pitt00340,0262-HCF048-20241001-ROD-CS-thm,0262-HCF048-20241001-ROD-CS-thm_S75,48760,HCF048
pitt00341,0262-HCF048-20250121-DOD-CS,0262-HCF048-20250121-DOD-CS_S74,118074,HCF048
pitt00342,0262-HCF048-20250121-ROD-CS,0262-HCF048-20250121-ROD-CS_S74,128164,HCF048
pitt00343,0262-HCF049-20240924-DOD-CS,0262-HCF049-20240924-DOD-CS_S65,238304,HCF049
pitt00344,0262-HCF049-20240924-ROD-CS-thm,0262-HCF049-20240924-ROD-CS-thm_S65,206620,HCF049
pitt00345,0262-HCF049-20241010-DOD-CS,0262-HCF049-20241010-DOD-CS_S76,215920,HCF049
pitt00346,0262-HCF049-20241010-ROD-CS-thm,0262-HCF049-20241010-ROD-CS-thm_S76,268594,HCF049
pitt00347,0262-HCF049-20250128-DOD-CS,0262-HCF049-20250128-DOD-CS_S90,1840830,HCF049
pitt00348,0262-HCF049-20250128-ROD-CS,0262-HCF049-20250128-ROD-CS_S90,73832,HCF049
pitt00349,0262-HCF050-20240924-DOD-CS,0262-HCF050-20240924-DOD-CS_S66,223114,HCF050
pitt00350,0262-HCF050-20240924-ROD-CS-thm,0262-HCF050-20240924-ROD-CS-thm_S66,306116,HCF050
pitt00351,0262-HCF050-20241001-ROD-CS-thm,0262-HCF050-20241001-ROD-CS-thm_S77,247650,HCF050
pitt00352,0262-HCF050-20250114-DOD-CS,0262-HCF050-20250114-DOD-CS_S68,100284,HCF050
pitt00353,0262-HCF050-20250114-ROD-CS,0262-HCF050-20250114-ROD-CS_S68,107392,HCF050
pitt00354,0262-HCF051-20240924-DOD-CS,0262-HCF051-20240924-DOD-CS_S67,242786,HCF051
pitt00355,0262-HCF051-20240924-ROD-CS-thm,0262-HCF051-20240924-ROD-CS-thm_S67,109214,HCF051
pitt00356,0262-HCF051-20241001-DOD-CS,0262-HCF051-20241001-DOD-CS_S78,374818,HCF051
pitt00357,0262-HCF051-20241001-ROD-CS-thm,0262-HCF051-20241001-ROD-CS-thm_S78,177848,HCF051
pitt00358,0262-HCF051-20250211-DOD-CS,0262-HCF051-20250211-DOD-CS_S109,87682,HCF051
pitt00359,0262-HCF051-20250211-ROD-CS,0262-HCF051-20250211-ROD-CS_S164,147194,HCF051
pitt00360,0262-HCF052-20241008-DOD-CS,0262-HCF052-20241008-DOD-CS_S79,316792,HCF052
pitt00361,0262-HCF052-20241008-ROD-CS-thm,0262-HCF052-20241008-ROD-CS-thm_S79,28,HCF052
pitt00362,0262-HCF052-20241015-DOD-CS,0262-HCF052-20241015-DOD-CS_S6,2400,HCF052
pitt00363,0262-HCF052-20250121-DOD-CS,0262-HCF052-20250121-DOD-CS_S75,21146,HCF052
pitt00364,0262-HCF052-20250121-ROD-CS,0262-HCF052-20250121-ROD-CS_S75,100796,HCF052
pitt00365,0262-HCF053-20241008-DOD-CS,0262-HCF053-20241008-DOD-CS_S80,192856,HCF053
pitt00366,0262-HCF053-20241008-ROD-CS-thm,0262-HCF053-20241008-ROD-CS-thm_S80,178108,HCF053
pitt00367,0262-HCF053-20241015-DOD-CS,0262-HCF053-20241015-DOD-CS_S7,2126,HCF053
pitt00368,0262-HCF053-20241015-ROD-CS,0262-HCF053-20241015-ROD-CS_S7,197656,HCF053
pitt00369,0262-HCF053-20250116-DOD-CS,0262-HCF053-20250116-DOD-CS_S69,32946,HCF053
pitt00370,0262-HCF053-20250116-ROD-CS,0262-HCF053-20250116-ROD-CS_S69,100276,HCF053
pitt00371,0262-HCF054-20241008-DOD-CS,0262-HCF054-20241008-DOD-CS_S81,263686,HCF054
pitt00372,0262-HCF054-20241008-ROD-CS-thm,0262-HCF054-20241008-ROD-CS-thm_S81,139488,HCF054
pitt00373,0262-HCF054-20241015-DOD-CS,0262-HCF054-20241015-DOD-CS_S8,4160,HCF054
pitt00374,0262-HCF054-20241015-ROD-CS,0262-HCF054-20241015-ROD-CS_S8,153128,HCF054
pitt00375,0262-HCF054-20250116-DOD-CS,0262-HCF054-20250116-DOD-CS_S70,86666,HCF054
pitt00376,0262-HCF054-20250116-ROD-CS,0262-HCF054-20250116-ROD-CS_S70,85868,HCF054
pitt00377,0262-HCF055-20241010-DOD-CS,0262-HCF055-20241010-DOD-CS_S89,308490,HCF055
pitt00378,0262-HCF055-20241010-ROD-CS-thm,0262-HCF055-20241010-ROD-CS-thm_S89,101782,HCF055
pitt00379,0262-HCF055-20241015-DOD-CS,0262-HCF055-20241015-DOD-CS_S9,109612,HCF055
pitt00380,0262-HCF055-20241015-ROD-CS,0262-HCF055-20241015-ROD-CS_S9,151426,HCF055
pitt00381,0262-HCF055-20250121-DOD-CS,0262-HCF055-20250121-DOD-CS_S76,85692,HCF055
pitt00382,0262-HCF055-20250121-ROD-CS,0262-HCF055-20250121-ROD-CS_S76,110532,HCF055
pitt00383,0262-HCF056-20241010-DOD-CS,0262-HCF056-20241010-DOD-CS_S90,151846,HCF056
pitt00384,0262-HCF056-20241010-ROD-CS-thm,0262-HCF056-20241010-ROD-CS-thm_S90,253912,HCF056
pitt00385,0262-HCF056-20241015-DOD-CS,0262-HCF056-20241015-DOD-CS_S10,27224,HCF056
pitt00386,0262-HCF056-20241015-ROD-CS,0262-HCF056-20241015-ROD-CS_S10,92642,HCF056
pitt00387,0262-HCF056-20250204-DOD-CS,0262-HCF056-20250204-DOD-CS_S101,3448,HCF056
pitt00388,0262-HCF056-20250204-ROD-CS,0262-HCF056-20250204-ROD-CS_S156,190998,HCF056
pitt00389,0262-HCF057-20241022-DOD-CS,0262-HCF057-20241022-DOD-CS_S11,55030,HCF057
pitt00390,0262-HCF057-20241022-ROD-CS,0262-HCF057-20241022-ROD-CS_S11,108882,HCF057
pitt00391,0262-HCF057-20241029-DOD-CS,0262-HCF057-20241029-DOD-CS_S18,22700,HCF057
