omc_id,sample_id,sample_name,non_human_reads,individual_id
pitt00392,0262-HCF057-20241029-ROD-CS,0262-HCF057-20241029-ROD-CS_S18,29796,HCF057
pitt00393,0262-HCF057-20250121-DOD-CS,0262-HCF057-20250121-DOD-CS_S77,126908,HCF057
pitt00394,0262-HCF057-20250121-ROD-CS,0262-HCF057-20250121-ROD-CS_S77,96160,HCF057
pitt00395,0262-HCF058-20241022-DOD-CS,0262-HCF058-20241022-DOD-CS_S12,18064,HCF058
pitt00396,0262-HCF058-20241022-ROD-CS,0262-HCF058-20241022-ROD-CS_S12,104946,HCF058
pitt00397,0262-HCF058-20241029-DOD-CS,0262-HCF058-20241029-DOD-CS_S19,41838,HCF058
pitt00398,0262-HCF058-20241029-ROD-CS,0262-HCF058-20241029-ROD-CS_S19,84548,HCF058
pitt00399,0262-HCF058-20250121-DOD-CS,0262-HCF058-20250121-DOD-CS_S78,81984,HCF058
pitt00400,0262-HCF058-20250121-ROD-CS,0262-HCF058-20250121-ROD-CS_S78,70766,HCF058
pitt00401,0262-HCF059-20241022-DOD-CS,0262-HCF059-20241022-DOD-CS_S13,4774,HCF059
pitt00402,0262-HCF059-20241022-ROD-CS,0262-HCF059-20241022-ROD-CS_S13,3870,HCF059
pitt00403,0262-HCF059-20241029-DOD-CS,0262-HCF059-20241029-DOD-CS_S20,742,HCF059
pitt00404,0262-HCF059-20241029-ROD-CS,0262-HCF059-20241029-ROD-CS_S20,985544,HCF059
pitt00405,0262-HCF059-20250121-DOD-CS,0262-HCF059-20250121-DOD-CS_S79,59412,HCF059
pitt00406,0262-HCF059-20250121-ROD-CS,0262-HCF059-20250121-ROD-CS_S79,190648,HCF059
pitt00407,0262-HCF060-20241022-DOD-CS,0262-HCF060-20241022-DOD-CS_S14,22134,HCF060
pitt00408,0262-HCF060-20241022-ROD-CS,0262-HCF060-20241022-ROD-CS_S14,71078,HCF060
pitt00409,0262-HCF060-20241029-DOD-CS,0262-HCF060-20241029-DOD-CS_S21,2892,HCF060
pitt00410,0262-HCF060-20241029-ROD-CS,0262-HCF060-20241029-ROD-CS_S21,37282,HCF060
pitt00411,0262-HCF060-20250211-DOD-CS,0262-HCF060-20250211-DOD-CS_S110,32754,HCF060
pitt00412,0262-HCF060-20250211-ROD-CS,0262-HCF060-20250211-ROD-CS_S165,113986,HCF060
pitt00413,0262-HCF061-20241022-DOD-CS,0262-HCF061-20241022-DOD-CS_S15,104838,HCF061
pitt00414,0262-HCF061-20241022-ROD-CS,0262-HCF061-20241022-ROD-CS_S15,94418,HCF061
pitt00415,0262-HCF061-20241029-DOD-CS,0262-HCF061-20241029-DOD-CS_S22,24454,HCF061
pitt00416,0262-HCF061-20241029-ROD-CS,0262-HCF061-20241029-ROD-CS_S22,86792,HCF061
pitt00417,0262-HCF061-20250121-DOD-CS,0262-HCF061-20250121-DOD-CS_S80,42724,HCF061
pitt00418,0262-HCF061-20250121-ROD-CS,0262-HCF061-20250121-ROD-CS_S80,63982,HCF061
pitt00419,0262-HCF062-20241022-DOD-CS,0262-HCF062-20241022-DOD-CS_S16,48210,HCF062
pitt00420,0262-HCF062-20241022-ROD-CS,0262-HCF062-20241022-ROD-CS_S16,47260,HCF062
pitt00421,0262-HCF062-20241029-DOD-CS,0262-HCF062-20241029-DOD-CS_S23,115904,HCF062
pitt00422,0262-HCF062-20241029-ROD-CS,0262-HCF062-20241029-ROD-CS_S23,74146,HCF062
pitt00423,0262-HCF063-20241022-DOD-CS,0262-HCF063-20241022-DOD-CS_S17,3902,HCF063
pitt00424,0262-HCF063-20241022-ROD-CS,0262-HCF063-20241022-ROD-CS_S17,176280,HCF063
pitt00425,0262-HCF063-20241029-DOD-CS,0262-HCF063-20241029-DOD-CS_S24,1938,HCF063
pitt00426,0262-HCF063-20241029-ROD-CS,0262-HCF063-20241029-ROD-CS_S24,173418,HCF063
pitt00427,0262-HCF063-20250121-DOD-CS,0262-HCF063-20250121-DOD-CS_S81,113422,HCF063
pitt00428,0262-HCF063-20250121-ROD-CS,0262-HCF063-20250121-ROD-CS_S81,122320,HCF063
pitt00429,0262-HCF064-20241119-DOD-CS,0262-HCF064-20241119-DOD-CS_S29,20656,HCF064
pitt00430,0262-HCF064-20241119-ROD-CS,0262-HCF064-20241119-ROD-CS_S29,71248,HCF064
pitt00431,0262-HCF064-20241203-DOD-CS,0262-HCF064-20241203-DOD-CS_S44,13886,HCF064
pitt00432,0262-HCF064-20241203-ROD-CS,0262-HCF064-20241203-ROD-CS_S44,123126,HCF064
pitt00433,0262-HCF064-20250204-DOD-CS,0262-HCF064-20250204-DOD-CS_S102,9730,HCF064
pitt00434,0262-HCF064-20250204-ROD-CS,0262-HCF064-20250204-ROD-CS_S157,82584,HCF064
pitt00435,0262-HCF065-20241203-DOD-CS,0262-HCF065-20241203-DOD-CS_S42,36910,HCF065
pitt00436,0262-HCF065-20241203-ROD-CS,0262-HCF065-20241203-ROD-CS_S42,122382,HCF065
pitt00437,0262-HCF065-20241210-DOD-CS,0262-HCF065-20241210-DOD-CS_S55,66876,HCF065
pitt00438,0262-HCF065-20241210-ROD-CS,0262-HCF065-20241210-ROD-CS_S55,78422,HCF065
pitt00439,0262-HCF065-20250211-DOD-CS,0262-HCF065-20250211-DOD-CS_S111,22956,HCF065
pitt00440,0262-HCF065-20250211-ROD-CS,0262-HCF065-20250211-ROD-CS_S166,104542,HCF065
pitt00441,0262-HCF066-20241119-DOD-CS,0262-HCF066-20241119-DOD-CS_S30,28254,HCF066
pitt00442,0262-HCF066-20241119-ROD-CS,0262-HCF066-20241119-ROD-CS_S30,92388,HCF066
pitt00443,0262-HCF066-20241202-DOD-CS,0262-HCF066-20241202-DOD-CS_S34,105954,HCF066
pitt00444,0262-HCF066-20241202-ROD-CS,0262-HCF066-20241202-ROD-CS_S34,90246,HCF066
pitt00445,0262-HCF066-20250211-DOD-CS,0262-HCF066-20250211-DOD-CS_S112,9950,HCF066
pitt00446,0262-HCF066-20250211-ROD-CS,0262-HCF066-20250211-ROD-CS_S167,110662,HCF066
pitt00447,0262-HCF067-20241203-DOD-CS,0262-HCF067-20241203-DOD-CS_S43,69318,HCF067
pitt00448,0262-HCF067-20241203-ROD-CS,0262-HCF067-20241203-ROD-CS_S43,107026,HCF067
pitt00449,0262-HCF067-20241210-DOD-CS,0262-HCF067-20241210-DOD-CS_S56,33684,HCF067
pitt00450,0262-HCF067-20241210-ROD-CS,0262-HCF067-20241210-ROD-CS_S56,69602,HCF067
pitt00451,0262-HCF067-20250603-DOD-CS,0262-HCF067-20250603-DOD-CS_S50,141370,HCF067
pitt00452,0262-HCF067-20250603-ROD-CS,0262-HCF067-20250603-ROD-CS_S132,206336,HCF067
pitt00453,0262-HCF068-20250121-DOD-CS,0262-HCF068-20250121-DOD-CS_S82,151144,HCF068
pitt00454,0262-HCF068-20250121-ROD-CS,0262-HCF068-20250121-ROD-CS_S82,52748,HCF068
pitt00455,0262-HCF068-20250128-DOD-CS,0262-HCF068-20250128-DOD-CS_S89,122390,HCF068
pitt00456,0262-HCF068-20250128-ROD-CS,0262-HCF068-20250128-ROD-CS_S89,137896,HCF068
pitt00457,0262-HCF068-20250401-DOD-CS,0262-HCF068-20250401-DOD-CS_S9,199118,HCF068
pitt00458,0262-HCF068-20250401-ROD-CS,0262-HCF068-20250401-ROD-CS_S91,190888,HCF068
pitt00459,0262-HCF069-20250128-DOD-CS,0262-HCF069-20250128-DOD-CS_S83,104454,HCF069
pitt00460,0262-HCF069-20250128-ROD-CS,0262-HCF069-20250128-ROD-CS_S83,83374,HCF069
pitt00461,0262-HCF069-20250204-DOD-CS,0262-HCF069-20250204-DOD-CS_S91,66360,HCF069
pitt00462,0262-HCF069-20250204-ROD-CS,0262-HCF069-20250204-ROD-CS_S91,129886,HCF069
pitt00463,0262-HCF069-20250624-DOD-CS,0262-HCF069-20250624-DOD-CS_S57,189514,HCF069
pitt00464,0262-HCF069-20250624-ROD-CS,0262-HCF069-20250624-ROD-CS_S139,210694,HCF069
pitt00465,0262-HCF070-20250128-DOD-CS,0262-HCF070-20250128-DOD-CS_S84,109910,HCF070
pitt00466,0262-HCF070-20250128-ROD-CS,0262-HCF070-20250128-ROD-CS_S84,118240,HCF070
pitt00467,0262-HCF070-20250204-DOD-CS,0262-HCF070-20250204-DOD-CS_S92,73498,HCF070
pitt00468,0262-HCF070-20250204-ROD-CS,0262-HCF070-20250204-ROD-CS_S92,102396,HCF070
pitt00469,0262-HCF072-20250128-DOD-CS,0262-HCF072-20250128-DOD-CS_S85,137002,HCF072
pitt00470,0262-HCF072-20250128-ROD-CS,0262-HCF072-20250128-ROD-CS_S85,81106,HCF072
pitt00471,0262-HCF072-20250204-DOD-CS,0262-HCF072-20250204-DOD-CS_S97,19488,HCF072
pitt00472,0262-HCF072-20250204-ROD-CS,0262-HCF072-20250204-ROD-CS_S152,257788,HCF072
pitt00473,0262-HCF072-20250603-DOD-CS,0262-HCF072-20250603-DOD-CS_S51,143756,HCF072
pitt00474,0262-HCF072-20250603-ROD-CS,0262-HCF072-20250603-ROD-CS_S133,246270,HCF072
pitt00475,0262-HCF073-20250128-DOD-CS,0262-HCF073-20250128-DOD-CS_S86,144954,HCF073
pitt00476,0262-HCF073-20250128-ROD-CS,0262-HCF073-20250128-ROD-CS_S86,155746,HCF073
pitt00477,0262-HCF073-20250204-DOD-CS,0262-HCF073-20250204-DOD-CS_S98,43132,HCF073
pitt00478,0262-HCF073-20250204-ROD-CS,0262-HCF073-20250204-ROD-CS_S153,232466,HCF073
pitt00479,0262-HCF074-20250128-DOD-CS,0262-HCF074-20250128-DOD-CS_S87,106128,HCF074
pitt00480,0262-HCF074-20250128-ROD-CS,0262-HCF074-20250128-ROD-CS_S87,109222,HCF074
pitt00481,0262-HCF074-20250204-DOD-CS,0262-HCF074-20250204-DOD-CS_S99,23998,HCF074
pitt00482,0262-HCF074-20250204-ROD-CS,0262-HCF074-20250204-ROD-CS_S154,205466,HCF074
pitt00483,0262-HCF074-20250603-DOD-CS,0262-HCF074-20250603-DOD-CS_S52,188754,HCF074
pitt00484,0262-HCF074-20250603-ROD-CS,0262-HCF074-20250603-ROD-CS_S134,256446,HCF074
pitt00485,0262-HCF075-20250128-DOD-CS,0262-HCF075-20250128-DOD-CS_S88,131404,HCF075
pitt00486,0262-HCF075-20250128-ROD-CS,0262-HCF075-20250128-ROD-CS_S88,91838,HCF075
pitt00487,0262-HCF075-20250204-DOD-CS,0262-HCF075-20250204-DOD-CS_S100,20428,HCF075
pitt00488,0262-HCF075-20250204-ROD-CS,0262-HCF075-20250204-ROD-CS_S155,184876,HCF075
pitt00489,0262-HCF075-20250603-DOD-CS,0262-HCF075-20250603-DOD-CS_S53,201460,HCF075
pitt00490,0262-HCF075-20250603-ROD-CS,0262-HCF075-20250603-ROD-CS_S135,277018,HCF075
pitt00491,0262-HCF076-20250211-DOD-CS,0262-HCF076-20250211-DOD-CS_S103,16672,HCF076
pitt00492,0262-HCF076-20250211-ROD-CS,0262-HCF076-20250211-ROD-CS_S158,180602,HCF076
pitt00493,0262-HCF076-20250218-DOD-CS,0262-HCF076-20250218-DOD-CS_S113,34862,HCF076
pitt00494,0262-HCF076-20250218-ROD-CS,0262-HCF076-20250218-ROD-CS_S168,122654,HCF076
pitt00495,0262-HCF076-20250701-DOD-CS,0262-HCF076-20250701-DOD-CS_S63,166424,HCF076
pitt00496,0262-HCF076-20250701-ROD-CS,0262-HCF076-20250701-ROD-CS_S145,246558,HCF076
pitt00497,0262-HCF077-20250211-DOD-CS,0262-HCF077-20250211-DOD-CS_S104,2372,HCF077
pitt00498,0262-HCF077-20250211-ROD-CS,0262-HCF077-20250211-ROD-CS_S159,161188,HCF077
pitt00499,0262-HCF077-20250218-DOD-CS,0262-HCF077-20250218-DOD-CS_S114,134320,HCF077
pitt00500,0262-HCF077-20250218-ROD-CS,0262-HCF077-20250218-ROD-CS_S169,165322,HCF077
pitt00501,0262-HCF077-20250603-DOD-CS,0262-HCF077-20250603-DOD-CS_S54,185114,HCF077
pitt00502,0262-HCF077-20250603-ROD-CS,0262-HCF077-20250603-ROD-CS_S136,256814,HCF077
pitt00503,0262-HCF078-20250211-DOD-CS,0262-HCF078-20250211-DOD-CS_S105,1340,HCF078
pitt00504,0262-HCF078-20250211-ROD-CS,0262-HCF078-20250211-ROD-CS_S160,110682,HCF078
pitt00505,0262-HCF078-20250218-DOD-CS,0262-HCF078-20250218-DOD-CS_S115,35470,HCF078
pitt00506,0262-HCF078-20250218-ROD-CS,0262-HCF078-20250218-ROD-CS_S170,157952,HCF078
pitt00507,0262-HCF079-20250211-DOD-CS,0262-HCF079-20250211-DOD-CS_S106,39944,HCF079
pitt00508,0262-HCF079-20250211-ROD-CS,0262-HCF079-20250211-ROD-CS_S161,111536,HCF079
pitt00509,0262-HCF079-20250218-DOD-CS,0262-HCF079-20250218-DOD-CS_S116,138446,HCF079
pitt00510,0262-HCF079-20250218-ROD-CS,0262-HCF079-20250218-ROD-CS_S171,132624,HCF079
pitt00511,0262-HCF079-20250603-DOD-CS,0262-HCF079-20250603-DOD-CS_S55,155660,HCF079
pitt00512,0262-HCF079-20250603-ROD-CS,0262-HCF079-20250603-ROD-CS_S137,199640,HCF079
pitt00513,0262-HCF080-20250211-DOD-CS,0262-HCF080-20250211-DOD-CS_S107,25642,HCF080
pitt00514,0262-HCF080-20250211-ROD-CS,0262-HCF080-20250211-ROD-CS_S162,155544,HCF080
pitt00515,0262-HCF080-20250218-DOD-CS,0262-HCF080-20250218-DOD-CS_S117,43110,HCF080
pitt00516,0262-HCF080-20250218-ROD-CS,0262-HCF080-20250218-ROD-CS_S172,128592,HCF080
pitt00517,0262-HCF080-20250603-DOD-CS,0262-HCF080-20250603-DOD-CS_S56,203278,HCF080
pitt00518,0262-HCF080-20250603-ROD-CS,0262-HCF080-20250603-ROD-CS_S138,184706,HCF080
pitt00519,0262-HCF081-20250225-DOD-CS,0262-HCF081-20250225-DOD-CS_S118,77614,HCF081
pitt00520,0262-HCF081-20250225-ROD-CS,0262-HCF081-20250225-ROD-CS_S173,144202,HCF081
pitt00521,0262-HCF081-20250304-DOD-CS,0262-HCF081-20250304-DOD-CS_S125,92366,HCF081
pitt00522,0262-HCF081-20250304-ROD-CS,0262-HCF081-20250304-ROD-CS_S180,112896,HCF081
pitt00523,0262-HCF081-20250624-DOD-CS,0262-HCF081-20250624-DOD-CS_S58,211858,HCF081
pitt00524,0262-HCF081-20250624-ROD-CS,0262-HCF081-20250624-ROD-CS_S140,324876,HCF081
pitt00525,0262-HCF082-20250225-DOD-CS,0262-HCF082-20250225-DOD-CS_S119,105044,HCF082
pitt00526,0262-HCF082-20250225-ROD-CS,0262-HCF082-20250225-ROD-CS_S174,161166,HCF082
pitt00527,0262-HCF082-20250304-DOD-CS,0262-HCF082-20250304-DOD-CS_S126,64532,HCF082
pitt00528,0262-HCF082-20250304-ROD-CS,0262-HCF082-20250304-ROD-CS_S181,63740,HCF082
pitt00529,0262-HCF083-20250225-DOD-CS,0262-HCF083-20250225-DOD-CS_S120,13256,HCF083
pitt00530,0262-HCF083-20250225-ROD-CS,0262-HCF083-20250225-ROD-CS_S175,96202,HCF083
pitt00531,0262-HCF083-20250304-DOD-CS,0262-HCF083-20250304-DOD-CS_S127,77328,HCF083
pitt00532,0262-HCF083-20250304-ROD-CS,0262-HCF083-20250304-ROD-CS_S182,90454,HCF083
pitt00533,0262-HCF083-20250701-DOD-CS,0262-HCF083-20250701-DOD-CS_S64,159956,HCF083
pitt00534,0262-HCF083-20250701-ROD-CS,0262-HCF083-20250701-ROD-CS_S146,250144,HCF083
pitt00535,0262-HCF084-20250225-DOD-CS,0262-HCF084-20250225-DOD-CS_S121,58766,HCF084
pitt00536,0262-HCF084-20250225-ROD-CS,0262-HCF084-20250225-ROD-CS_S176,90928,HCF084
pitt00537,0262-HCF084-20250304-DOD-CS,0262-HCF084-20250304-DOD-CS_S128,51002,HCF084
pitt00538,0262-HCF084-20250304-ROD-CS,0262-HCF084-20250304-ROD-CS_S183,82376,HCF084
pitt00539,0262-HCF085-20250225-DOD-CS,0262-HCF085-20250225-DOD-CS_S122,341646,HCF085
pitt00540,0262-HCF085-20250225-ROD-CS,0262-HCF085-20250225-ROD-CS_S177,92716,HCF085
pitt00541,0262-HCF085-20250304-DOD-CS,0262-HCF085-20250304-DOD-CS_S129,43422,HCF085
pitt00542,0262-HCF085-20250304-ROD-CS,0262-HCF085-20250304-ROD-CS_S97,11998,HCF085
pitt00543,0262-HCF085-20250624-DOD-CS,0262-HCF085-20250624-DOD-CS_S59,165712,HCF085
pitt00544,0262-HCF085-20250624-ROD-CS,0262-HCF085-20250624-ROD-CS_S141,236450,HCF085
pitt00545,0262-HCF086-20250225-DOD-CS,0262-HCF086-20250225-DOD-CS_S123,38122,HCF086
pitt00546,0262-HCF086-20250225-ROD-CS,0262-HCF086-20250225-ROD-CS_S178,155196,HCF086
pitt00547,0262-HCF086-20250304-DOD-CS,0262-HCF086-20250304-DOD-CS_S130,79338,HCF086
pitt00548,0262-HCF086-20250304-ROD-CS,0262-HCF086-20250304-ROD-CS_S98,23730,HCF086
pitt00549,0262-HCF086-20250624-DOD-CS,0262-HCF086-20250624-DOD-CS_S60,9830,HCF086
pitt00550,0262-HCF086-20250624-ROD-CS,0262-HCF086-20250624-ROD-CS_S142,281472,HCF086
pitt00551,0262-HCF087-20250225-DOD-CS,0262-HCF087-20250225-DOD-CS_S124,79968,HCF087
pitt00552,0262-HCF087-20250225-ROD-CS,0262-HCF087-20250225-ROD-CS_S179,116540,HCF087
pitt00553,0262-HCF087-20250304-DOD-CS,0262-HCF087-20250304-DOD-CS_S131,76868,HCF087
pitt00554,0262-HCF087-20250304-ROD-CS,0262-HCF087-20250304-ROD-CS_S99,7504,HCF087
pitt00555,0262-HCF087-20250624-DOD-CS,0262-HCF087-20250624-DOD-CS_S61,161666,HCF087
pitt00556,0262-HCF087-20250624-ROD-CS,0262-HCF087-20250624-ROD-CS_S143,220236,HCF087
pitt00557,0262-HCF088-20250318-DOD-CS,0262-HCF088-20250318-DOD-CS_S132,55524,HCF088
pitt00558,0262-HCF088-20250318-ROD-CS,0262-HCF088-20250318-ROD-CS_S100,934,HCF088
pitt00559,0262-HCF088-20250401-DOD-CS,0262-HCF088-20250401-DOD-CS_S8,22764,HCF088
pitt00560,0262-HCF088-20250401-ROD-CS,0262-HCF088-20250401-ROD-CS_S90,246728,HCF088
pitt00561,0262-HCF088-20250701-DOD-CS,0262-HCF088-20250701-DOD-CS_S65,222248,HCF088
pitt00562,0262-HCF088-20250701-ROD-CS,0262-HCF088-20250701-ROD-CS_S147,236828,HCF088
pitt00563,0262-HCF089-20250401-DOD-CS,0262-HCF089-20250401-DOD-CS_S1,145760,HCF089
pitt00564,0262-HCF089-20250401-ROD-CS,0262-HCF089-20250401-ROD-CS_S83,144282,HCF089
pitt00565,0262-HCF089-20250408-DOD-CS,0262-HCF089-20250408-DOD-CS_S11,161692,HCF089
pitt00566,0262-HCF089-20250408-ROD-CS,0262-HCF089-20250408-ROD-CS_S93,179450,HCF089
pitt00567,0262-HCF089-20250624-DOD-CS,0262-HCF089-20250624-DOD-CS_S62,86364,HCF089
pitt00568,0262-HCF089-20250624-ROD-CS,0262-HCF089-20250624-ROD-CS_S144,256264,HCF089
pitt00569,0262-HCF090-20250401-DOD-CS,0262-HCF090-20250401-DOD-CS_S2,56770,HCF090
pitt00570,0262-HCF090-20250401-ROD-CS,0262-HCF090-20250401-ROD-CS_S84,229536,HCF090
pitt00571,0262-HCF090-20250408-DOD-CS,0262-HCF090-20250408-DOD-CS_S12,232018,HCF090
pitt00572,0262-HCF090-20250408-ROD-CS,0262-HCF090-20250408-ROD-CS_S94,219742,HCF090
pitt00573,0262-HCF091-20250401-DOD-CS,0262-HCF091-20250401-DOD-CS_S3,80982,HCF091
pitt00574,0262-HCF091-20250401-ROD-CS,0262-HCF091-20250401-ROD-CS_S85,160876,HCF091
pitt00575,0262-HCF091-20250408-DOD-CS,0262-HCF091-20250408-DOD-CS_S13,150958,HCF091
pitt00576,0262-HCF091-20250408-ROD-CS,0262-HCF091-20250408-ROD-CS_S95,224452,HCF091
pitt00577,0262-HCF091-20250701-DOD-CS,0262-HCF091-20250701-DOD-CS_S66,216790,HCF091
pitt00578,0262-HCF091-20250701-ROD-CS,0262-HCF091-20250701-ROD-CS_S148,303794,HCF091
pitt00579,0262-HCF092-20250401-DOD-CS,0262-HCF092-20250401-DOD-CS_S4,54004,HCF092
pitt00580,0262-HCF092-20250401-ROD-CS,0262-HCF092-20250401-ROD-CS_S86,189798,HCF092
pitt00581,0262-HCF092-20250408-DOD-CS,0262-HCF092-20250408-DOD-CS_S14,125586,HCF092
pitt00582,0262-HCF092-20250408-ROD-CS,0262-HCF092-20250408-ROD-CS_S96,184050,HCF092
pitt00583,0262-HCF092-20250701-DOD-CS,0262-HCF092-20250701-DOD-CS_S67,175130,HCF092
pitt00584,0262-HCF092-20250701-ROD-CS,0262-HCF092-20250701-ROD-CS_S149,260426,HCF092
pitt00585,0262-HCF093-20250401-DOD-CS,0262-HCF093-20250401-DOD-CS_S5,138096,HCF093
pitt00586,0262-HCF093-20250401-ROD-CS,0262-HCF093-20250401-ROD-CS_S87,211930,HCF093
pitt00587,0262-HCF093-20250408-DOD-CS,0262-HCF093-20250408-DOD-CS_S15,212776,HCF093
pitt00588,0262-HCF093-20250408-ROD-CS,0262-HCF093-20250408-ROD-CS_S97,229036,HCF093
pitt00589,0262-HCF093-20250701-DOD-CS,0262-HCF093-20250701-DOD-CS_S68,148406,HCF093
pitt00590,0262-HCF093-20250701-ROD-CS,0262-HCF093-20250701-ROD-CS_S150,299980,HCF093
pitt00591,0262-HCF094-20250401-DOD-CS,0262-HCF094-20250401-DOD-CS_S6,29762,HCF094
pitt00592,0262-HCF094-20250401-ROD-CS,0262-HCF094-20250401-ROD-CS_S88,197804,HCF094
